Student_ID,Age,Gender,Year_of_Study,Family_Support,Student_Behavior,Placement_Status,Sleep_Hours,Academic_Stress_Level,Financial_Stress_Level,Family_Stress_Level,Emotional_Stress_Level,Total_Stress_Level,Main_Stress_Source,Counseling_Need,Proposed_Remedy,Coping_Mechanisms_Used,Risky_Behaviors_Engaged,CGPA,Parental_Income
322,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
323,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
324,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
325,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
326,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
327,20,M,2,Medium,Positive,Placed,5,1,2,7,2,12,Family,1,Financial Aid Consultation,Meditation,1,3.79,57871
328,23,M,2,High,Reserved,Placed,6,1,9,2,9,21,Financial,1,Academic Counseling,Meditation,0,3.89,22956
329,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
330,20,M,2,Low,Positive,Not Eligible,4,9,1,4,4,18,Academic,1,Emotional Support Workshop,Journaling,1,2.79,17111
331,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
332,24,F,2,Low,Reactive,Placed,4,7,10,3,7,27,Financial,1,Academic Counseling,Exercise,0,3.09,48436
333,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
334,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
335,18,F,1,High,Reserved,Not Eligible,4,9,1,8,4,22,Academic,0,Financial Aid Consultation,Meditation,1,3.01,30509
336,18,F,1,High,Reserved,Not Eligible,8,5,7,4,4,20,Financial,0,Financial Aid Consultation,Meditation,1,3.65,37926
337,20,M,4,Medium,Reactive,Not Placed,6,7,3,1,2,13,Academic,0,Family Counseling,Reading,1,3.47,18293
338,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
339,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
340,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
341,21,M,1,Medium,Aggressive,Not Placed,6,1,8,6,4,19,Financial,0,Family Counseling,Socializing,1,3.09,55018
342,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
343,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
344,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
345,19,F,3,High,Reserved,Placed,4,6,9,4,2,21,Financial,0,Academic Counseling,Journaling,1,3.23,48483
346,24,F,3,High,Reactive,Not Eligible,8,10,9,2,8,29,Academic,1,Peer Support,Socializing,1,2.66,15444
347,24,M,2,Medium,Aggressive,Not Eligible,7,7,5,5,6,23,Academic,0,Family Counseling,Journaling,0,3.79,36882
348,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
349,22,M,3,Medium,Aggressive,Placed,7,2,9,4,3,18,Financial,0,Family Counseling,Journaling,1,2.79,22845
350,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
351,24,F,2,Low,Reactive,Placed,4,7,10,3,7,27,Financial,1,Academic Counseling,Exercise,0,3.09,48436
352,23,F,4,Low,Reactive,Not Eligible,6,3,2,6,5,16,Family,0,Financial Aid Consultation,Socializing,0,2.35,21331
353,21,M,1,Low,Aggressive,Placed,5,6,9,8,1,24,Financial,0,Financial Aid Consultation,Socializing,0,2.25,36626
354,24,F,1,Low,Reactive,Placed,7,6,3,7,5,21,Family,1,Family Counseling,Socializing,0,3.97,57603
355,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
356,19,F,1,High,Reactive,Not Placed,8,3,6,5,6,20,Financial,1,Family Counseling,Reading,0,2.28,41688
357,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
358,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
359,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
360,20,M,4,Medium,Positive,Not Placed,8,1,7,1,2,11,Financial,1,Emotional Support Workshop,Journaling,1,2.52,38411
361,19,M,4,Medium,Positive,Placed,7,6,1,3,8,18,Emotional,0,Peer Support,Exercise,1,3.61,19213
362,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
363,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
364,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
365,20,M,4,Low,Reserved,Placed,5,4,1,2,4,11,Academic,0,Family Counseling,Exercise,1,3.7,57005
366,23,F,2,Medium,Aggressive,Not Placed,4,3,8,4,1,16,Financial,1,Peer Support,Meditation,1,3.99,33356
367,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
368,21,M,1,Medium,Aggressive,Not Placed,6,1,8,6,4,19,Financial,0,Family Counseling,Socializing,1,3.09,55018
369,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
370,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
371,24,M,3,Low,Aggressive,Not Eligible,6,8,7,5,2,22,Academic,1,Family Counseling,Meditation,1,2.35,57783
372,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
373,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
374,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
375,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
376,20,F,4,Medium,Positive,Not Placed,4,10,4,9,4,27,Academic,0,Financial Aid Consultation,Socializing,0,2.28,40271
377,18,M,3,Medium,Aggressive,Not Placed,4,4,2,7,1,14,Family,1,Academic Counseling,Journaling,0,2.23,28875
378,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
379,24,M,3,Low,Aggressive,Not Eligible,6,8,7,5,2,22,Academic,1,Family Counseling,Meditation,1,2.35,57783
380,24,M,2,Medium,Reserved,Placed,6,1,9,2,3,15,Financial,1,Peer Support,Socializing,1,2.74,17103
381,21,F,3,Low,Aggressive,Not Eligible,6,6,6,10,9,31,Family,0,Emotional Support Workshop,Exercise,0,3.5,47431
382,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
383,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
384,21,F,2,Low,Aggressive,Placed,5,2,9,8,10,29,Emotional,1,Peer Support,Exercise,1,2.82,47647
385,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
386,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
387,21,M,1,Medium,Aggressive,Not Placed,6,1,8,6,4,19,Financial,0,Family Counseling,Socializing,1,3.09,55018
388,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
389,21,M,1,High,Reserved,Placed,7,1,8,2,8,19,Financial,0,Peer Support,Journaling,0,2.41,43678
390,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
391,20,F,4,High,Reactive,Placed,7,1,6,1,8,16,Emotional,0,Peer Support,Journaling,0,2.49,51439
392,23,F,1,High,Reactive,Placed,7,5,10,8,1,24,Financial,1,Emotional Support Workshop,Reading,0,2.92,34598
393,19,F,4,Low,Reactive,Not Eligible,8,4,3,1,2,10,Academic,0,Academic Counseling,Reading,1,2.7,24554
394,20,M,2,High,Positive,Not Eligible,6,8,4,5,7,24,Academic,0,Financial Aid Consultation,Journaling,1,3.01,54342
395,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
396,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
397,20,M,2,Medium,Positive,Placed,5,1,2,7,2,12,Family,1,Financial Aid Consultation,Meditation,1,3.79,57871
398,21,M,1,High,Reserved,Placed,7,1,8,2,8,19,Financial,0,Peer Support,Journaling,0,2.41,43678
399,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
400,18,F,1,High,Reserved,Not Eligible,8,5,7,4,4,20,Financial,0,Financial Aid Consultation,Meditation,1,3.65,37926
401,24,M,4,Low,Aggressive,Not Eligible,7,1,5,2,4,12,Financial,0,Peer Support,Socializing,1,3.4,38320
402,20,F,2,Low,Reactive,Placed,4,5,7,4,9,25,Emotional,1,Family Counseling,Exercise,0,2.31,27262
403,20,F,1,Low,Positive,Placed,4,9,4,8,1,22,Academic,0,Family Counseling,Meditation,0,3.31,29078
404,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
405,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
406,24,M,2,Medium,Aggressive,Not Eligible,7,7,5,5,6,23,Academic,0,Family Counseling,Journaling,0,3.79,36882
407,19,F,3,High,Reserved,Placed,4,6,9,4,2,21,Financial,0,Academic Counseling,Journaling,1,3.23,48483
408,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
409,20,F,4,High,Reactive,Placed,5,6,2,7,10,25,Emotional,0,Family Counseling,Reading,0,2.51,16146
410,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
411,24,F,3,Low,Aggressive,Not Placed,6,6,9,9,1,25,Financial,0,Academic Counseling,Reading,1,3.21,51252
412,21,M,1,High,Reactive,Not Placed,5,8,2,7,5,22,Academic,0,Financial Aid Consultation,Journaling,0,3.44,17003
413,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
414,19,F,1,Medium,Positive,Not Eligible,7,6,5,10,4,25,Family,1,Peer Support,Reading,0,3.01,19378
415,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
416,19,M,4,Low,Positive,Not Placed,7,4,7,8,8,27,Family,0,Family Counseling,Socializing,1,3.22,55825
417,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
418,20,M,4,Medium,Positive,Not Placed,8,1,7,1,2,11,Financial,1,Emotional Support Workshop,Journaling,1,2.52,38411
419,24,F,2,Low,Reactive,Placed,4,7,10,3,7,27,Financial,1,Academic Counseling,Exercise,0,3.09,48436
420,24,F,1,Low,Aggressive,Not Eligible,4,7,4,5,2,18,Academic,1,Financial Aid Consultation,Socializing,0,3.22,24498
421,18,M,3,Medium,Aggressive,Not Placed,4,4,2,7,1,14,Family,1,Academic Counseling,Journaling,0,2.23,28875
422,20,M,4,Medium,Reactive,Not Placed,6,7,3,1,2,13,Academic,0,Family Counseling,Reading,1,3.47,18293
423,21,M,1,High,Reactive,Not Placed,5,8,2,7,5,22,Academic,0,Financial Aid Consultation,Journaling,0,3.44,17003
424,19,F,3,High,Reserved,Placed,4,6,9,4,2,21,Financial,0,Academic Counseling,Journaling,1,3.23,48483
425,22,M,4,Low,Aggressive,Not Placed,4,7,10,6,1,24,Financial,0,Family Counseling,Reading,1,2.39,52560
426,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
427,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
428,18,F,1,High,Reserved,Not Eligible,4,9,1,8,4,22,Academic,0,Financial Aid Consultation,Meditation,1,3.01,30509
429,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
430,22,M,3,Medium,Aggressive,Placed,7,2,9,4,3,18,Financial,0,Family Counseling,Journaling,1,2.79,22845
431,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
432,18,M,3,Low,Reactive,Not Eligible,5,10,10,10,7,37,Academic,1,Emotional Support Workshop,Journaling,0,2.63,22994
433,19,M,3,Medium,Reserved,Not Placed,4,4,2,5,3,14,Family,1,Academic Counseling,Socializing,0,2.8,39540
434,21,M,1,Low,Aggressive,Placed,5,6,9,8,1,24,Financial,0,Financial Aid Consultation,Socializing,0,2.25,36626
435,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
436,20,M,3,High,Positive,Placed,7,5,4,5,4,18,Academic,0,Family Counseling,Journaling,1,2.44,48112
437,19,M,2,Low,Reactive,Placed,8,10,8,7,10,35,Academic,1,Financial Aid Consultation,Socializing,1,3.28,25190
438,24,M,4,Low,Aggressive,Not Eligible,7,1,5,2,4,12,Financial,0,Peer Support,Socializing,1,3.4,38320
439,22,M,4,High,Reserved,Not Placed,7,6,9,6,2,23,Financial,1,Academic Counseling,Reading,0,3.16,49388
440,20,F,1,Low,Positive,Placed,4,9,4,8,1,22,Academic,0,Family Counseling,Meditation,0,3.31,29078
441,19,M,3,Medium,Positive,Placed,8,1,6,10,9,26,Family,1,Financial Aid Consultation,Journaling,1,2.5,30597
442,19,M,4,Low,Positive,Not Placed,7,4,7,8,8,27,Family,0,Family Counseling,Socializing,1,3.22,55825
443,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
444,22,M,3,High,Reactive,Not Eligible,5,1,6,7,5,19,Family,0,Financial Aid Consultation,Journaling,0,3.47,21268
445,22,M,3,Medium,Aggressive,Placed,7,2,9,4,3,18,Financial,0,Family Counseling,Journaling,1,2.79,22845
446,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
447,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
448,21,M,3,Medium,Reserved,Not Placed,5,8,9,10,1,28,Family,0,Financial Aid Consultation,Journaling,1,2.81,36603
449,23,M,2,Medium,Aggressive,Not Placed,5,7,2,6,6,21,Academic,1,Peer Support,Reading,0,2.78,21406
450,23,M,2,High,Reserved,Placed,6,1,9,2,9,21,Financial,1,Academic Counseling,Meditation,0,3.89,22956
451,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
452,23,M,3,Medium,Aggressive,Not Placed,8,4,7,3,6,20,Financial,0,Financial Aid Consultation,Journaling,1,3.06,43084
453,23,M,2,Medium,Aggressive,Not Placed,5,7,2,6,6,21,Academic,1,Peer Support,Reading,0,2.78,21406
454,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
455,18,F,1,High,Reserved,Not Eligible,8,5,7,4,4,20,Financial,0,Financial Aid Consultation,Meditation,1,3.65,37926
456,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
457,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
458,22,F,1,Low,Reactive,Not Placed,4,2,6,3,3,14,Financial,1,Peer Support,Meditation,1,2.86,29928
459,19,M,2,Low,Reactive,Placed,8,10,8,7,10,35,Academic,1,Financial Aid Consultation,Socializing,1,3.28,25190
460,24,M,2,Medium,Aggressive,Not Eligible,7,7,5,5,6,23,Academic,0,Family Counseling,Journaling,0,3.79,36882
461,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
462,19,M,4,Low,Positive,Not Placed,7,4,7,8,8,27,Family,0,Family Counseling,Socializing,1,3.22,55825
463,18,F,2,High,Aggressive,Not Placed,7,1,2,6,4,13,Family,1,Emotional Support Workshop,Exercise,0,2.81,23699
464,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
465,21,M,1,Low,Aggressive,Placed,5,6,9,8,1,24,Financial,0,Financial Aid Consultation,Socializing,0,2.25,36626
466,20,M,3,High,Positive,Placed,7,5,4,5,4,18,Academic,0,Family Counseling,Journaling,1,2.44,48112
467,23,M,2,High,Reserved,Placed,6,1,9,2,9,21,Financial,1,Academic Counseling,Meditation,0,3.89,22956
468,21,M,2,Medium,Aggressive,Not Eligible,4,10,2,8,1,21,Academic,0,Emotional Support Workshop,Reading,0,3.35,37263
469,21,M,1,High,Reactive,Not Placed,5,8,2,7,5,22,Academic,0,Financial Aid Consultation,Journaling,0,3.44,17003
470,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
471,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
472,19,F,2,Medium,Reserved,Not Eligible,6,7,4,6,8,25,Emotional,1,Family Counseling,Journaling,0,2.68,48882
473,24,M,2,Medium,Aggressive,Not Eligible,7,7,5,5,6,23,Academic,0,Family Counseling,Journaling,0,3.79,36882
474,19,F,1,Medium,Positive,Not Eligible,7,6,5,10,4,25,Family,1,Peer Support,Reading,0,3.01,19378
475,20,M,4,Medium,Reactive,Not Placed,6,7,3,1,2,13,Academic,0,Family Counseling,Reading,1,3.47,18293
476,19,F,3,Low,Reactive,Not Eligible,6,4,10,1,6,21,Financial,1,Emotional Support Workshop,Journaling,1,2.58,40724
477,19,M,2,Low,Reserved,Not Placed,8,9,3,1,5,18,Academic,1,Emotional Support Workshop,Meditation,1,2.49,47206
478,22,M,3,High,Reactive,Not Eligible,5,1,6,7,5,19,Family,0,Financial Aid Consultation,Journaling,0,3.47,21268
479,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
480,24,F,2,Low,Reserved,Placed,8,6,2,10,8,26,Family,0,Emotional Support Workshop,Meditation,0,2.93,46573
481,20,M,3,High,Positive,Placed,7,5,4,5,4,18,Academic,0,Family Counseling,Journaling,1,2.44,48112
482,20,F,1,Low,Positive,Placed,4,9,4,8,1,22,Academic,0,Family Counseling,Meditation,0,3.31,29078
483,19,F,1,High,Positive,Not Placed,7,5,4,9,10,28,Emotional,0,Financial Aid Consultation,Journaling,0,2.85,35756
484,20,F,2,High,Positive,Not Eligible,6,8,5,5,1,19,Academic,0,Peer Support,Socializing,0,3.05,36263
485,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
486,19,M,4,Low,Positive,Not Placed,7,4,7,8,8,27,Family,0,Family Counseling,Socializing,1,3.22,55825
487,24,M,3,Low,Aggressive,Not Eligible,6,8,7,5,2,22,Academic,1,Family Counseling,Meditation,1,2.35,57783
488,21,M,1,High,Reactive,Not Placed,5,8,2,7,5,22,Academic,0,Financial Aid Consultation,Journaling,0,3.44,17003
489,21,F,3,High,Reactive,Placed,6,7,8,6,5,26,Financial,1,Emotional Support Workshop,Reading,1,3.81,21367
490,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
491,24,M,2,Medium,Reserved,Placed,6,1,9,2,3,15,Financial,1,Peer Support,Socializing,1,2.74,17103
492,23,F,2,Medium,Aggressive,Not Placed,4,3,8,4,1,16,Financial,1,Peer Support,Meditation,1,3.99,33356
493,23,M,2,Medium,Aggressive,Not Placed,5,7,2,6,6,21,Academic,1,Peer Support,Reading,0,2.78,21406
494,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
495,23,F,2,Medium,Aggressive,Not Placed,4,3,8,4,1,16,Financial,1,Peer Support,Meditation,1,3.99,33356
496,23,M,2,Medium,Aggressive,Not Placed,5,7,2,6,6,21,Academic,1,Peer Support,Reading,0,2.78,21406
497,21,M,3,Medium,Reserved,Not Placed,5,8,9,10,1,28,Family,0,Financial Aid Consultation,Journaling,1,2.81,36603
498,19,F,1,High,Aggressive,Placed,7,3,7,1,1,12,Financial,1,Family Counseling,Exercise,0,2.01,18867
499,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
500,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
501,20,M,4,High,Reserved,Placed,8,3,9,3,2,17,Financial,1,Family Counseling,Meditation,0,3.1,46638
502,22,M,2,Medium,Positive,Not Eligible,6,9,4,5,5,23,Academic,1,Peer Support,Exercise,0,3.73,21982
503,20,M,4,Medium,Positive,Not Placed,8,1,7,1,2,11,Financial,1,Emotional Support Workshop,Journaling,1,2.52,38411
504,23,M,1,Low,Reserved,Placed,5,9,3,6,2,20,Academic,1,Academic Counseling,Meditation,1,3.48,43299
505,20,M,4,Medium,Positive,Not Placed,8,1,7,1,2,11,Financial,1,Emotional Support Workshop,Journaling,1,2.52,38411
506,20,M,2,Low,Positive,Not Eligible,4,9,1,4,4,18,Academic,1,Emotional Support Workshop,Journaling,1,2.79,17111
507,21,F,3,Medium,Positive,Not Eligible,6,1,3,7,9,20,Emotional,0,Family Counseling,Journaling,1,3.0,57849
508,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
509,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
510,23,F,4,Low,Reactive,Not Eligible,6,3,2,6,5,16,Family,0,Financial Aid Consultation,Socializing,0,2.35,21331
511,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
512,19,F,4,Low,Reactive,Not Eligible,8,4,3,1,2,10,Academic,0,Academic Counseling,Reading,1,2.7,24554
513,24,F,2,Low,Reactive,Not Eligible,6,10,2,2,7,21,Academic,0,Academic Counseling,Reading,1,2.35,27092
514,21,M,2,Low,Reactive,Not Eligible,8,5,7,1,3,16,Financial,1,Peer Support,Socializing,1,2.21,21596
515,24,M,2,Medium,Aggressive,Placed,4,4,1,4,10,19,Emotional,1,Emotional Support Workshop,Reading,0,2.91,17730
516,24,M,1,Medium,Reactive,Placed,6,6,6,8,1,21,Family,0,Emotional Support Workshop,Reading,0,3.07,29861
517,22,M,4,High,Reserved,Not Placed,7,6,9,6,2,23,Financial,1,Academic Counseling,Reading,0,3.16,49388
518,19,M,4,Low,Aggressive,Not Eligible,7,5,7,5,3,20,Financial,0,Financial Aid Consultation,Meditation,1,2.89,31079
519,24,F,1,Low,Aggressive,Not Eligible,8,7,2,6,1,16,Academic,0,Financial Aid Consultation,Meditation,0,3.13,16749
520,20,F,3,Low,Aggressive,Not Eligible,5,2,6,9,4,21,Family,1,Family Counseling,Reading,1,2.78,26662
521,23,F,3,Low,Reactive,Not Placed,4,4,5,1,8,18,Emotional,1,Academic Counseling,Reading,1,3.81,39524
522,21,M,1,High,Reserved,Not Placed,4,3,2,3,10,18,Emotional,1,Financial Aid Consultation,Exercise,1,2.1,59932
523,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
524,22,M,1,Low,Reactive,Placed,7,7,8,8,2,25,Financial,1,Emotional Support Workshop,Journaling,0,2.41,30486
525,20,M,1,Medium,Reserved,Placed,5,3,9,9,7,28,Financial,0,Financial Aid Consultation,Journaling,0,3.58,41529
526,20,M,4,Low,Reserved,Placed,5,4,1,2,4,11,Academic,0,Family Counseling,Exercise,1,3.7,57005
527,24,M,1,Medium,Reserved,Placed,8,8,6,1,1,16,Academic,1,Family Counseling,Journaling,0,3.11,51682
528,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
529,22,F,3,High,Reserved,Not Placed,6,4,6,5,4,19,Financial,0,Financial Aid Consultation,Exercise,0,3.67,46489
530,21,M,2,Medium,Positive,Placed,4,2,2,7,3,14,Family,1,Family Counseling,Journaling,1,3.2,35461
531,21,F,3,Medium,Positive,Not Eligible,6,1,3,7,9,20,Emotional,0,Family Counseling,Journaling,1,3.0,57849
532,20,M,3,Low,Aggressive,Not Placed,5,6,7,10,1,24,Family,1,Financial Aid Consultation,Socializing,1,3.96,51514
533,23,F,1,High,Reactive,Not Eligible,8,1,7,3,2,13,Financial,0,Financial Aid Consultation,Journaling,1,3.89,20233
534,24,F,1,Low,Aggressive,Not Eligible,4,7,4,5,2,18,Academic,1,Financial Aid Consultation,Socializing,0,3.22,24498
535,22,M,3,High,Positive,Placed,8,10,8,10,6,34,Academic,0,Emotional Support Workshop,Reading,0,3.67,41367
536,20,F,1,Low,Positive,Placed,4,9,4,8,1,22,Academic,0,Family Counseling,Meditation,0,3.31,29078
537,24,M,2,Low,Reserved,Placed,8,5,5,1,2,13,Academic,0,Family Counseling,Meditation,0,3.69,30054
538,24,M,1,Low,Aggressive,Placed,5,6,2,7,5,20,Family,0,Peer Support,Socializing,1,2.67,17526
539,21,F,2,Low,Positive,Placed,5,9,7,5,2,23,Academic,1,Emotional Support Workshop,Socializing,0,3.83,36968
540,18,M,3,Medium,Aggressive,Not Placed,4,4,2,7,1,14,Family,1,Academic Counseling,Journaling,0,2.23,28875
541,20,M,2,Low,Positive,Not Eligible,4,9,1,4,4,18,Academic,1,Emotional Support Workshop,Journaling,1,2.79,17111
542,19,F,2,High,Reactive,Not Placed,5,10,7,9,7,33,Academic,0,Peer Support,Socializing,1,3.29,33206
543,23,F,1,High,Reactive,Placed,7,5,10,8,1,24,Financial,1,Emotional Support Workshop,Reading,0,2.92,34598
